Siecle,Nationalite,Philosophe,Texte,Oeuvre,Citation,Image,art,autrui,bonheur,conscience,corps,culture,désir,devoir,droit,échanges,État,histoire,idée,illusion,imagination,inconscient,jugement,justice,langage,liberté,logique,morale,mémoire,métaphysique,mort,nature,passions,pouvoir,politique,religion,science,sens,technique,temps,travail,vérité,violence,volonté
XVIe siecle,Français,Michel de_Montaigne,"Philosophie de recherche et Septicisme où l'excercice de la raison est de se libérer des illusions. Montaigne s'oppose au dogmatisme et critique le côté arbitraire des lois. La Raison pour Montaigne ""doit travailler au désenchantement du monde"". Elle participe a faire sa propre introspection.Dieu étant incompréhensible, il faut se conformer aux lois et croyance de son pays. Seul l'intérêt de la réalité sociale de la religion n'existe. Défend la tolérance religieuse et de laïcité",,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Portrait_of_Michel_de_Montaigne%2C_circa_unknown.jpg,,,,,,,,,x,,,,,x,,,,,,,x,,,,,,,,,x,,,,,,,,
XXe siecle,Français,Michel Foucault,"[Surveiller et Punir]: L'approche méthodico-historique de la ""généalogie"" (terme de Nietzche: ""La généalogie de la morale"") du pouvoir de punir rend le texte de Foucault original et instructif. Les punitions jusqu'au XVIIIème siècle consistent à prendre le contrôle total du corps et le lacérer. Ces techniques ont cependant plusieurs inconvénients, celui de d'exposer l'autoritarisme tyranique des gouvernements et aussi de n'extraire aucun enseignement d'un quelconque méfait.  A partir du XIXème siècle, on assiste par la suite à une évolution nette de la manière de chatier les criminels. La prison devient un modèle coercitif répandu; et elle tire son image de la société elle même. L'auteur démontre ici l'existence de ""la société de la surveillance, de laquelle nous relevons toujours"". Foucault révèle que les codes pour surveiller et punir les criminels sont semblables a ceux employés pour les usines, écoles ou hopitaux. Utilisant le lexique du corps, comme ""l'anatomie politique du détail"", la société assure son pouvoir en contrôlant les corps par la hiérarchie de l'espace, l'emploi du temps minutieux et la sanction disciplinaire. ",,,https://upload.wikimedia.org/wikipedia/commons/0/03/Michel_Foucault.jpg,,,,,x,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,,x,,,,,
XVIIe siecle,Français,Montesquieu,"Montesquieu chercher a saisir l'""Esprit des Lois"" via une analyse scientifique des sociétés humaines. La Loi est l'expression de la raison humaine. Elle permet à l'homme d'accéder à la liberté politique.La loi positive est un cas particulier de la loi universelle, elle désigne des règles pour garantir la liberté et la sécurité. Montesquieu distingue trois types de gouvernement : le despotisme, la monarchie et la république. 
1-Le Despotisme est la loi est ""la fantaisie du prince"", dans les mains d'un seul homme.
2-La Monarchie, c'est le prince qui exerce le pouvoir en se référant à des lois.
3-la République, c'est le peuple ou une partie du peuple qui dispose de la souveraine puissance : soit démocratie soit aristocratie.
Montesquieu est un penseur majeur de la séparation des pouvoirs. Il theorise l'exécutif, le législatif et le judiciaire. C'est le seul moyen pour concilier la liberté des citoyens et l'autorité politique. La seperation est le remède aux abus de pouvoirs.","""L'Esprit des lois"""," ""La liberté c'est obéir aux lois"" (qu'on s'est prescrite a soi meme)",https://upload.wikimedia.org/wikipedia/commons/e/e4/Charles_Montesquieu.jpg,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,x,x,,,,,,,,,
XVe siecle,Italien,Nicolas Machiavel,"Théoricien de l'Etat (régalien) et de Justice. Machiavel condamne la justice de son époque qui n'était qu'une somme de compromis basé sur les intérêts. Pour diriger avec justice, le dirigeant devra faire preuve de Fortuna (chance) et Virtu (Courage, Talent). Sa mauvaise image ""machiavelique"" vient de ses adversaires politiques et de la mauvaise interprétation du ""Prince"", son grand livre, pour lequel les notions de bien et de mal ne sont que des actions politiques. Par flatterie envers Laurent de Médicis, prince de Florence, il conseille comment ce dernier doit acquérir le pouvoir et surtout le garder. ""La Fin justifie les moyens"": dans le sens ou il ne faut pas abuser de la cruauté mais d'en faire usage moderemment.","""Le Prince""",,https://upload.wikimedia.org/wikipedia/commons/1/1e/Santi_di_Tito_-_Niccolo_Machiavelli%27s_portrait.jpg,,,,,,,,,,,x,,,,,,,x,,,,x,,,,,,,x,,,,,,,,x,
XVIIe siecle,Français,Nicolas Malebranche,"Dieu est la seule cause efficace. Toute chose est issue de l'exercice de la volonté divine. Malebranche fonde ""l'Occasionalisme"": La nature est un ensemble de lois établies par Dieu. Il introduit le concept de cause et d'effet. Les causes naturelles ne sont que des causes occasionnelles orchestrées par Dieu. Nous sommes dans le Déterminisme. La nature de l'homme consisterait en l'asservissement de l'âme au corps par des esprits animaux. Nos sens nous trompent.Le fait de voir des idées claires, c'est en Dieu que l'on distingue les idées intelligibles. L'attention, la perception peuvent être considérées comme des prières.",,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Nicolas_Malebranche_-_Versailles_MV_2929.jpg,,,,,x,,,,,,,,,,,,,,,,x,,,x,,,,,,x,,,,,,,,
XVIIe siecle,Français,Pierre Bayle,"Bayle dénonce les poètes, les historiens et les traditions qui relatent des faits qu'ils ont indument interprété. Il se moque de ceux qui les croient sans critique, tandis que le philosophe lui réfléchi n'est pas cru. Il relate dans un celebre passage que les causes et les effets provoque par le passage d'une comète dans le ciel sont aussi sots que les causes et effets engendrés par une paysanne sur le passage d'un carosse alors qu'elle se penchait à la fenête. ",,,https://upload.wikimedia.org/wikipedia/commons/9/92/Pierre_Bayle_by_Louis_Ferdinand_Elle.jpg,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,x,,,,,,,,
Ve siecle BC,Grec,Platon,"Platon prone un Etat oligarchique dans lequel le pouvoir est distribue aux philosophes éclairés. Il est normal de sacrifier l'indépendance politique des individus pour leur propre bien.
",,,https://upload.wikimedia.org/wikipedia/commons/0/05/Socrates_and_Plato_Socrates_y_Platon%2C_Escuela_de_Atenas%2C_Raffae.jpg,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,
Ve siecle BC,Grec,Platon,"Réminiscence: Ressouvenirs, ou réapprentissage de la vérité vécue dans nos existences antérieures.
Maïeutique: Désigne l'art d'accoucher les esprits (vient de Socrate), faire prendre conscience de sa propre richesse
Les Idées ou Essences: Objet non perçue par les sens qui régit le monde et représente l'idéal. L'idee est plus vraie, plus pure que le monde sensible. Idéalisme platonicien: Pour Platon (puis pour Aristote), le monde est divisé en deux parties : le monde des idées (supérieur), là les Idées ou Essences ont une existence en soi, indépendante de l'esprit. Et le monde sensible (le monde des hommes), où règne la corruption et le hasard.I dée suprême qui est la cause du droit et du beau. ",,,https://upload.wikimedia.org/wikipedia/commons/0/05/Socrates_and_Plato_Socrates_y_Platon%2C_Escuela_de_Atenas%2C_Raffae.jpg,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,x,,,,,,
Ve siecle BC,Grec,Platon,"La République: A la conclusion du livre I de la République, Platon cherche à définir la justice et conclu qu'il ne doit pas s'agir de rendre à chacun ce qui lui est du, au risque de vouloir tout donner à ses amis et tout prendre à ses ennemis. Cela meme conduisant à l'injustice. La justice serait plutôt le fait que chacun trouve sa place, remplisse sa fonction propre, ce qui conduit également vers le bonheur. C'est l'equilibre de l'organisation de la cité où les dirigeants sont des magistrats philosophes, ou les organes contribue a l'equilibre du corps.",,,https://upload.wikimedia.org/wikipedia/commons/0/05/Socrates_and_Plato_Socrates_y_Platon%2C_Escuela_de_Atenas%2C_Raffae.jpg,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Ve siecle BC,Grec,Platon,"La dialectique de Platon a est la démarche pour trouver la vérité (les Idées ou Essences) via un raisonnement rigoureux. La dialectique est également la science de distinguer le bien du mal et donc permet d'accéder à la morale. L'Anti-Sophisme: les sophistes sont des maîtres de réthorique et de la manipulation qui utilisent la dialectique pour arriver à leur fin. Ce qui est intéressant c'est que pour eux la vérité n'existe pas, sinon elle ne se reduirait qu'a ce qu'on pense être vrai. Ainsi, il existe plusieurs vérités, provenant de plusieurs interprétations. Bien évidemment, admettre plusieurs vérités est un mensonge, l'essence même de la vérité est d'être unique. Dans l'Allégorie de la caverne, la logique fait sortir l'homme de sa condition initiale pour lui montrer la vérité et édifier la Morale et le Politique.  ",,,https://upload.wikimedia.org/wikipedia/commons/0/05/Socrates_and_Plato_Socrates_y_Platon%2C_Escuela_de_Atenas%2C_Raffae.jpg,,,,,,,,,,,,,x,x,,,,,,x,x,x,,,,,,,,,,,,,,x,,
Ve siecle BC,Grec,Platon,L'art provient du Bien qui est l'Idée suprême qui est la cause du droit et du beau.,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Socrates_and_Plato_Socrates_y_Platon%2C_Escuela_de_Atenas%2C_Raffae.jpg,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ve siecle BC,Grec,Platon,"[Le Banquet] : L'Amour est le signe qui témoigne de notre incompléture, de notre vide. Idéal vers lequel se tendre,c'est la désincarnation de soi. Il existe pour Platon trois formes d'amour qui peuvent être réduite par les trois termes grecs la désignant : l'eros (l'amour des corps), la philia (l'amour des âmes) et l'agape (l'amour de la sagesse, de la science et de la cité). Pour parvenir au bonheur, la dialectique est la démarche pour trouver la vérité (les Idées ou Essences) via un raisonnement rigoureux. Le bonheur est basé non sur le corps mais sur l'émancipation de l'esprit et repose dans l'exercice de la vertu.",,,https://upload.wikimedia.org/wikipedia/commons/0/05/Socrates_and_Plato_Socrates_y_Platon%2C_Escuela_de_Atenas%2C_Raffae.jpg,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
IIIe siecle,Grec,Plotin,"Trois hypostases: 1-l'Un (le Tout, la source de tout, la cohésion, Dieu); 2-l'Intelligence (Multiplicité des idées qui donne l'harmonie et engendre l'Ame); et 3-l'Âme (médiation entre l'intelligence et le monde sensible, parcelle de l'Un dans chaque être). Principe de Procession: l'Un engendre l'Intelligence qui engrendre l'Âme qui engendre le Monde. 
Principe de Conversion: L'Un se divise en multiple. Mais chaque unité se retourne dans l'Un. Le but de l'Âme humaine est de recouvrir son unité, son principe premier après être tombée dans l'obscurité.",,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Plotin.jpg,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
XVIe siecle,Français,Rene Descartes,"La liberte doit toujours etre éclairée par la connaissance (opposé à l'""indifférence""), la connaissance (soupoudree d'esprit critique) permet de comprendre le mécanisme de l'erreur issu du fait que ma volonté (pouvoir infini de nier ou d'affirmer) acquiesce à un idée confuse de l'entendement (limité). 
",,,https://upload.wikimedia.org/wikipedia/commons/7/73/Frans_Hals_-_Portret_van_Ren%C3%A9_Descartes.jpg,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,x
XVIe siecle,Français,Rene Descartes,"Pour chercher la verite la plus noble et la plus profonde, Descartes decompose toutes les croyances qu'il a accumule en tant qu'homme pour ne garder que celles dont il est absolument certain. Ce procede est ce qu'on appelle le doute cartesien. Pour Descartes, la premiere chose dont il est certain est le Cogito: (cogito ergo sum), le celebre ""je pense donc je suis"", c'est la conscience de soi. 
La deuxième vérité est l'existence de Dieu. Dieu est l'idée de perfection et d'infini. Etant un être imparfait, il  faut admettre l'idée d'un être contenant en soi autant de perfection que l'idée en représente. Donc Dieu existe. In fine, Descartes utilise la logique pour justifier l'existence de Dieu.
La Raison cartésienne, l'innéisme, est l'art de distinguer le vrai du faux via l'intuition, l'inné (compréhension et conceptualisation d'une idée) et la déduction (démonstration, succession).
La Méthode, c'est le chemin pour parvenir à la vérité. La methode est un ensemble de règles dont l'application conduit avec certitude au résultat. 
Le Doute cartésien: Non pas du scepticisme (sceptique pour être sceptique) mais essayer de réfuter une idée en prouvant qu'elle est fausse avant de démontrer qu'elle est vraie. Si on ne peut douter d'une chose c'est qu'elle est fausse.La philosophie est comme un arbre; les racines sont la métaphysique, le tronc la physique, et les branches les autres sciences.",,,https://upload.wikimedia.org/wikipedia/commons/7/73/Frans_Hals_-_Portret_van_Ren%C3%A9_Descartes.jpg,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,x,,
XVIe siecle,Français,Rene Descartes,"Descartes distingue deux sortes de morales : la morale par provision qui précède la morale définitive. 
Morale par provision: immédiatement utilisable, c'est l'ensemble des règles qui organise l'existence. D'ordre stoïcienne, changer ses désirs plutôt que l'ordre des choses.
Morale définitive: Pleine maîtrise des passions. Descartes est un des peres fondateurs du Rationalisme moderne, contre la scolastique. Le rationalisme vise à atteindre le vrai de manière sûre, scientifique afin de ""nous rendre comme maîtres et possesseurs de la nature"".

",,,https://upload.wikimedia.org/wikipedia/commons/7/73/Frans_Hals_-_Portret_van_Ren%C3%A9_Descartes.jpg,,,,,,,x,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,
XVIe siecle,Français,Rene Descartes,La thèse animal-machine: Le corps vivant est une machine agencées par Dieu dont nous devons comprendre la mécanique.,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Frans_Hals_-_Portret_van_Ren%C3%A9_Descartes.jpg,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVIe siecle,Français,Rene Descartes,L'Imagination: Puissance de se représenter les choses de manières sensibles. Ex : il est difficile d'imaginer un polygone à mille côtés mais il est facile de le concevoir (par l'entendement).,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Frans_Hals_-_Portret_van_Ren%C3%A9_Descartes.jpg,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
IVe siecle,Romain,Saint Augustin,"Saint Augustin valide la théorie platonicienne sur les idées en réfutant la réminiscence et la métempsychose. Mais, pour lui, c'est le Divin acquit par la sagesse pour accéder à la vérité. Exonère l'homme de toute faute. Le libre arbitre n'existe pas et Dieu est la cause des actions humaines.Anti hérésie pélagienne: L'homme ne peut pas se sauver tout seul. La foi est l'adhésion de l'âme pour être en possession de la vérité. A noter que la foi n'entre pas en compétition avec la Raison mais la complète. Il faut comprendre pour croire.
Deux cités : l'une terrestre pronant l'amour de soi, l'autre célestre pronant l'amour de Dieu. Les malheurs sont une epreuve pour la vie éternelle.Le temps n'est pas une dimension selon la conception classique mais montre qu'il n'a pas d'être. Il n'existe que dans la conception humaine. Contrairement à l'éternité divine.",,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Champaigne%2C_Philippe_de_-_Saint_Augustin_-_1645-1650.jpg,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,x,,
IIe siecle,Romain,Sextus Empiricus,"Sextus Empiricus provient de la philosophie des sceptiques, methode de comparaison systematique des choses et des idees afin d'en tirer la verite. ",,,https://fr.wikipedia.org/wiki/Sextus_Empiricus#/media/Fichier:Sextus.jpg,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,x,,
IIe siecle,Romain,Sextus Empiricus,"Il cherche a atteindre l'épochè (Suspension du jugement) et l'ataraxie, bonheur sans souffrance. La critique qui lui est portee est d'etre vulnérable à l'argument de l'apraxie (incapacité à agir dû à l'incertitude face au choix).",,,https://fr.wikipedia.org/wiki/Sextus_Empiricus#/media/Fichier:Sextus.jpg,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
XIXe siecle,Austro-hongrois/Autrichien/Allemand,Sigmund Freud,"L'inconscient: Pour Freud, l'inconscient est ce qui ne peut être conscient, ce qui est naît dans le refoulement. Il se matérialise par les rêves et les lapsus. 
Le refoulement: Processus psychologique de défense du moi rejetant les désirs et pulsions. Engendré par l'éducation.
Le préconscient: Ce qui est inconscient à l'origine mais peut devenir conscient.
La Théorie des Instincts: Le ça (réservoir des pulsions), le moi (personnalité du sujet assurant la fonction consciente) et le surmoi (transmis par l'éducation, l'insconcient des interdits).
Les Pulsions: Deux types: la pulsion de vie et la pulsion de mort (rivalité entre Eros et Thanatos). La pulsion de mort, exprimée par la Première Guerre mondiale résulte l'agressivité.Pour Freud, l'homme n'est pas maître de lui-même. C'est ainsi que se fonde la Psychanalyse.
La Psychanalyse: Acte, méthode psychothérapique fondée sur l'analyse du transfert. Elle vise à la guérison des névroses. Le transfert, c'est la projection du thérapeute sur la personne d'une charge positive ou négative initialement éprouvée par l'enfant à l'égard de ses parents. Les névroses sont l'expression dont l'origine est psychique, et exprime un conflit dans l'histoire du sujet, en particulier dans son enfance. 
Le complexe d'Œdipe: Complexe central de chaque névrose (attirance sexuelle du parent au sexe opposé et la haine de celui du même sexe)
",,,https://upload.wikimedia.org/wikipedia/commons/3/36/Sigmund_Freud%2C_by_Max_Halberstadt_%28cropped%29.jpg,,,,x,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,
XIXe siecle,Danois,Søren Kierkegaard,"Alors que pour Hegel, l'Histoire conduit à l'apaisement de toutes les tensions, Kierkegaard défend l'idée selon laquelle l'Histoire n'est qu'une ""faiseuse de bruit"", un processus trompeur complètement étranger à l'individu et donc du réel. Il rejette le caractère sacré de l'histoire dans la formation des individus.",,,https://upload.wikimedia.org/wikipedia/commons/d/d4/S%C3%B8ren_Kierkegaard_%281813-1855%29_-_%28cropped%29.jpg,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
XIXe siecle,Danois,Søren Kierkegaard,"Kierkegaard est le philosophe romantique par excellence, opposé a l'idee de système et à Hegel avec son approche systémique. Pour lui, le système d'Hegel est un tout fermé, c'est une catégorisation de la société irréelle donc fausse. L'existence (l'être de l'individu) est opposé à cette notion de système. C'est une ouverture, une discontinuité. Exister c'est être hors d'une abstraction, hors de tout système. Asbtraction: C'est le fait d'isoler un fait en excluant l'influence des autres faits. C'est se plonger dans l'idéalité conceptuelle. Pour Kiekegaard, Abstraire est contraire à la vie et au réel, où le savant est enfermé dans le ""palais des idées"".",,,https://upload.wikimedia.org/wikipedia/commons/d/d4/S%C3%B8ren_Kierkegaard_%281813-1855%29_-_%28cropped%29.jpg,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,
XIXe siecle,Danois,Søren Kierkegaard,"L'individu est au centre des considérations de Kierkegaard. Il désigne l'être particulier, qu'on ne peut réduire à l'espèce. Il est infiniment supérieur au collectif. C'est un réveil de l'esprit, l'aspiration à l'existence subjective. A noter que Kierkegaard fait partie des precurseurs du Romantisme du debut du XIXe siecle.",,,https://upload.wikimedia.org/wikipedia/commons/d/d4/S%C3%B8ren_Kierkegaard_%281813-1855%29_-_%28cropped%29.jpg,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIXe siecle,Danois,Søren Kierkegaard,"La Vérité est difficile voire introuvable dans l'objectivité, l'individu reste dans l'incertitude permanente malgre tous les efforts possibles. La vérité reste donc dans le subjectivisme. Dans un paradoxe complexe, Kierkegaard affirme qu'elle ne peut être dans la subjectivité, qui reste en même temps l'erreur. C'est l'homme religieux ou l'homme-Dieu qui malgré sa subjectivité peut apporter cette vérité transcendante (grâce à Dieu). A noter que le pere de Kierkegaard etait un homme d'affaire protestant tres pieux et strict ce qui a grandement influence sa philosophie. ",,,https://upload.wikimedia.org/wikipedia/commons/d/d4/S%C3%B8ren_Kierkegaard_%281813-1855%29_-_%28cropped%29.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,
XIXe siecle,Danois,Søren Kierkegaard,"Le bonheur est la subjectivité authentique, c’est-à-dire l'affirmation de l'individu. Elle se divise en trois stades où seul le dernier apporte le bonheur véritable. 
1-Le stade l'esthétique, c'est l'abandon des jouissances de l'immédiateté. Aller de désir en désir n'apporterait rien si ce n'est une souffrance auto alimentée, un désespoir radical, une poussières d'instants.
2-Le stade de l'éthique: Celui de la continuité, celui du devoir. Fermé à l'Esprit. 
3-Stade précaire. C'est l'angoisse, le concept par lequel l'individu renssentierait un vertige face à l'immensité des choix.",,,https://upload.wikimedia.org/wikipedia/commons/d/d4/S%C3%B8ren_Kierkegaard_%281813-1855%29_-_%28cropped%29.jpg,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concept,Concept,Stoiciens,"Pour les stoiciens, l'homme est soumis au Destin mais il reste libre de ses opinions. La liberté désigne sa puissance d'agir sur lui même au niveau de la pensée et du jugement. ",,,https://upload.wikimedia.org/wikipedia/commons/c/c7/S%C3%A9n%C3%A8que_%28buste%29_-_Cordoue.JPG,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,x,,,,,,,,,,
Concept,Concept,Stoiciens,"La maitrise des désirs de l'homme et de ses opinions sur ce qui dépend de lui le conduit à ""l'ataraxie"", le bonheur sans souffrance. Cela désigne l'indépendance vis-à-vis des circonstances extérieures et le détachement à l'égard des choses. C'est un profond exercice de jugement",,,https://upload.wikimedia.org/wikipedia/commons/c/c7/S%C3%A9n%C3%A8que_%28buste%29_-_Cordoue.JPG,,,x,x,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,x
Concept,Concept,Stoiciens,Les stoiciens s'intéressent à la réthorique et au langage pour dégager la vérité,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/S%C3%A9n%C3%A8que_%28buste%29_-_Cordoue.JPG,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,
Concept,Concept,Stoiciens,Les stoiciens voit en l'ordre divin la puissance spirituelle qui administre l'univers. Inviolable et providence. Dieu est le Monde dont l'expression est le Destin.,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/S%C3%A9n%C3%A8que_%28buste%29_-_Cordoue.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,
XIIIe siecle,Italien,Thomas d'aquin,"Thomas d'aquin distingue Justice distributive (en fonction des qualités de chacun) et Justice commutative (pour les échanges économiques, égalité en proportion). Il justifie les inégalités économiques par le fait que Dieu l'a choisit ainsi. Il s'efforce d'accorder la foi et la raison où chacune a son utilité. Il participe activement a l'adaptation de la doctrine d'Aristote à la pensée chrétienne.",,,https://upload.wikimedia.org/wikipedia/commons/d/df/Saint_Thomas_d%27Aquin_en_extase_dans_sa_biblioth%C3%A8que_avec_deux_anges.jpg,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIIIe siecle,Italien,Thomas d'aquin,"Pour d'Aquin, la logique est la discipline déterminant si une opération de l'esprit est valide ou ne l'est pas, aussi definie par étude du syllogisme",,,https://upload.wikimedia.org/wikipedia/commons/d/df/Saint_Thomas_d%27Aquin_en_extase_dans_sa_biblioth%C3%A8que_avec_deux_anges.jpg,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,
XIIIe siecle,Italien,Thomas d'aquin,"Pour d'Aquin, Qui vient après la physique, la metaphysique transcende le monde. C'est la cause de tout changement qui provient du ""Vivant éternel"". Autrement dit, Dieu. ",,,https://upload.wikimedia.org/wikipedia/commons/d/df/Saint_Thomas_d%27Aquin_en_extase_dans_sa_biblioth%C3%A8que_avec_deux_anges.jpg,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,
XVIe siecle,Britannique,Thomas Hobbes,"Pour Hobbes, les hommes, ensemble de force et de désirs, réagissent les uns aux autres et peuvent donc être concurrents. C'est la ""guerre de chacun contre tous"". ""Homo homini lupus est"". Hobbes a une vision anthropologique de l'homme avec l'étude de l'Etat de nature. 
Le Contrat Social: Sortir de l'Etat de Nature en abandonnant son droit naturel pour rentrer dans l'Etat politique. Cet Etat est un produit dont le gouvernement vise à prendre soin du peuple.",,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Thomas_Hobbes_%28portrait%29.jpg,,,,,,,x,,x,x,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,
XVIIe siecle,Français,Voltaire,"Article Philosophie - [Encyclopédie]: les philosophes sont des hommes d'action, pourchassés par le fanatisme qu'ils dénoncent et combattent.
Article Force - [Encyclopédie]: Fait l'hommage du travail courageux des encyclopédistes.
Pamphlets ""De l'Encyclopédie"" 1774 Discussion entre le roi Louis XV et sa cour, tous se demandant les recettes d'objets communs. Ils sortirent l'Encyclopédie alors censurée et admettèrent l'utilité extraordinaire de l'ouvrage. Voltaire conclut ""Français, tachez dorénavant d'entendre mieux vos intérêts"".
",,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Fran%C3%A7ois-Marie_Arouet%2C_dit_Voltaire_%281694-1778%29_portrait_%28A%29.jpg,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVIIe siecle,Français,Voltaire,Dictionnaire Philosophique - article David: L'auteur est scandalisé du fait que David soit un personnage biblique louable  alors qu'il etait un ancien chef de brigands  pillant et tuant tout sur son passage.Ce qui est beau pour un crapaud est une grenouille. Voltaire fait questionner sur le beau (une pièce de théâtre peut plaire aux français et ennuyer les anglais,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Fran%C3%A7ois-Marie_Arouet%2C_dit_Voltaire_%281694-1778%29_portrait_%28A%29.jpg,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVIIe siecle,Français,Voltaire,Article «Homme»:  1770  - [Encyclopédie] : Magnifique réponse de Voltaire à Rousseau et à l'idée que l'homme serait naturellement bon hors de la société,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Fran%C3%A7ois-Marie_Arouet%2C_dit_Voltaire_%281694-1778%29_portrait_%28A%29.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
XVIIe siecle,Français,Voltaire,"Article Certain - [Encyclopédie]: Démonter les certitudes, toujours remettre en question si ce n'est démontrable mathématiquement.
Article Borne de l'esprit - [Encyclopédie] : Il se moque de ceux qui pensent savoir, manquant de sagesse, d'esprit critique et de discernement 
Dictionnaire Philosophique - article Adam: Voltaire se moque du fait que Adam soit considéré comme l'""engendreur"" des hommes, un homme blanc et roux qui donnerait toutes les couleurs du monde. ",,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Fran%C3%A7ois-Marie_Arouet%2C_dit_Voltaire_%281694-1778%29_portrait_%28A%29.jpg,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,
